Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Geometry Floor Area Bin	Dependency=HVAC Cooling Type	Option=<10% Conditioned	Option=20% Conditioned	Option=40% Conditioned	Option=60% Conditioned	Option=80% Conditioned	Option=100% Conditioned	Option=None	source_count	source_weight	sampling_probability
7B	Mobile Home	1500-2499	Central AC	0	0	0	0.0121178	0.123979	0.863903	0	0.0230543	32.8415	9.48347e-06
7B	Mobile Home	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.0160556	18.6764	8.93532e-08
7B	Mobile Home	1500-2499	None	0	0	0	0	0	0	1	0.0296641	45.4512	2.40023e-06
7B	Mobile Home	1500-2499	Room AC	0	0.810294	0.0981329	0.0857213	0	0.0058515	0	0.0251394	31.9786	4.79928e-06
7B	Mobile Home	2500-3999	Central AC	0	0	0	0.0254184	0.194014	0.780568	0	0.00697315	9.6518	1.13242e-06
7B	Mobile Home	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.0031053	3.53683	4.20044e-08
7B	Mobile Home	2500-3999	None	0	0	0	0	0	0	1	0.00382965	6.00691	5.64724e-07
7B	Mobile Home	2500-3999	Room AC	0	0.860043	0.0827672	0.0439731	0	0.0132163	0	0.00378013	4.67799	1.09308e-06
7B	Mobile Home	4000+	Central AC	0	0	0	0.0274651	0.232567	0.739968	0	0.000941334	1.28492	9.17806e-08
7B	Mobile Home	4000+	Heat Pump	0	0	0	0	0	1	0	0.000413166	0.402423	1.7016e-08
7B	Mobile Home	4000+	None	0	0	0	0	0	0	1	0.000366266	0.500626	1.78272e-07
7B	Mobile Home	4000+	Room AC	0	0.930196	0.0389422	0.0308622	0	0	0	0.000164026	0.199237	2.54541e-07
7B	Multi-Family with 2 - 4 Units	0-1499	Central AC	0	0	0	0.00946219	0.0337758	0.956762	0	0.470508	267.181	6.89789e-06
7B	Multi-Family with 2 - 4 Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0233078	11.2898	2.98458e-06
7B	Multi-Family with 2 - 4 Units	0-1499	None	0	0	0	0	0	0	1	4.66192	3064.29	3.01114e-05
7B	Multi-Family with 2 - 4 Units	0-1499	Room AC	0	0.50686	0.319897	0.0918451	0	0.0813978	0	3.8434	2086.65	1.82072e-05
7B	Multi-Family with 2 - 4 Units	1500-2499	Central AC	0	0	0	0.028714	0.0664328	0.904853	0	0.255059	139.107	5.44797e-07
7B	Multi-Family with 2 - 4 Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.020827	9.37396	2.93019e-07
7B	Multi-Family with 2 - 4 Units	1500-2499	None	0	0	0	0	0	0	1	0.597025	355.625	3.38676e-06
7B	Multi-Family with 2 - 4 Units	1500-2499	Room AC	0	0.712914	0.218164	0.061991	0	0.00693147	0	0.291321	148.215	1.73946e-06
7B	Multi-Family with 2 - 4 Units	2500-3999	Central AC	0	0	0	0.0613495	0.105892	0.832759	0	0.0771466	40.882	1.10891e-07
7B	Multi-Family with 2 - 4 Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00402813	1.77518	2.75738e-08
7B	Multi-Family with 2 - 4 Units	2500-3999	None	0	0	0	0	0	0	1	0.0770763	47	3.90556e-07
7B	Multi-Family with 2 - 4 Units	2500-3999	Room AC	0	0.765764	0.186211	0.0321816	0	0.0158434	0	0.0438051	21.6816	2.24414e-07
7B	Multi-Family with 2 - 4 Units	4000+	Central AC	0	0	0	0.0674587	0.129173	0.803368	0	0.0104143	5.44253	1.04492e-08
7B	Multi-Family with 2 - 4 Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.000535949	0.201982	4.82159e-09
7B	Multi-Family with 2 - 4 Units	4000+	None	0	0	0	0	0	0	1	0.00737154	3.91706	1.82057e-08
7B	Multi-Family with 2 - 4 Units	4000+	Room AC	0	0.88257	0.0933616	0.0240684	0	0	0	0.00190077	0.923427	7.04191e-09
7B	Multi-Family with 5+ Units	0-1499	Central AC	0	0	0	0.00946219	0.0337758	0.956762	0	0.470508	267.181	1.89461e-05
7B	Multi-Family with 5+ Units	0-1499	Heat Pump	0	0	0	0	0	1	0	0.0233078	11.2898	1.8654e-05
7B	Multi-Family with 5+ Units	0-1499	None	0	0	0	0	0	0	1	4.66192	3064.29	0.00010408
7B	Multi-Family with 5+ Units	0-1499	Room AC	0	0.50686	0.319897	0.0918451	0	0.0813978	0	3.8434	2086.65	6.44833e-05
7B	Multi-Family with 5+ Units	1500-2499	Central AC	0	0	0	0.028714	0.0664328	0.904853	0	0.255059	139.107	2.28929e-06
7B	Multi-Family with 5+ Units	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.020827	9.37396	2.76913e-06
7B	Multi-Family with 5+ Units	1500-2499	None	0	0	0	0	0	0	1	0.597025	355.625	1.04392e-05
7B	Multi-Family with 5+ Units	1500-2499	Room AC	0	0.712914	0.218164	0.061991	0	0.00693147	0	0.291321	148.215	6.38698e-06
7B	Multi-Family with 5+ Units	2500-3999	Central AC	0	0	0	0.0613495	0.105892	0.832759	0	0.0771466	40.882	6.27208e-10
7B	Multi-Family with 5+ Units	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.00402813	1.77518	0
7B	Multi-Family with 5+ Units	2500-3999	None	0	0	0	0	0	0	1	0.0770763	47	2.77541e-09
7B	Multi-Family with 5+ Units	2500-3999	Room AC	0	0.765764	0.186211	0.0321816	0	0.0158434	0	0.0438051	21.6816	2.43537e-09
7B	Multi-Family with 5+ Units	4000+	Central AC	0	0	0	0.0674587	0.129173	0.803368	0	0.0104143	5.44253	0
7B	Multi-Family with 5+ Units	4000+	Heat Pump	0	0	0	0	0	1	0	0.000535949	0.201982	0
7B	Multi-Family with 5+ Units	4000+	None	0	0	0	0	0	0	1	0.00737154	3.91706	0
7B	Multi-Family with 5+ Units	4000+	Room AC	0	0.88257	0.0933616	0.0240684	0	0	0	0.00190077	0.923427	0
7B	Single-Family Attached	0-1499	Central AC	0	0	0	0.0859403	0.159827	0.754232	0	8.18783	4243.06	1.31025e-05
7B	Single-Family Attached	0-1499	Heat Pump	0	0	0	0	0	1	0	0.924931	398.793	1.39613e-06
7B	Single-Family Attached	0-1499	None	0	0	0	0	0	0	1	17.9063	10486.9	1.98374e-05
7B	Single-Family Attached	0-1499	Room AC	0.0112745	0.712864	0.188475	0.0630029	0	0.0243835	0	9.78147	4942.29	9.2558e-06
7B	Single-Family Attached	1500-2499	Central AC	0	0	0	0.202407	0.24398	0.553613	0	4.43855	2209.13	9.03558e-06
7B	Single-Family Attached	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.826481	331.119	1.01694e-06
7B	Single-Family Attached	1500-2499	None	0	0	0	0	0	0	1	2.29316	1217.05	1.33641e-05
7B	Single-Family Attached	1500-2499	Room AC	0.117912	0.752201	0.096428	0.0319015	0	0.00155771	0	0.741413	351.051	6.76007e-06
7B	Single-Family Attached	2500-3999	Central AC	0	0	0	0.324946	0.292215	0.382839	0	1.34251	649.241	1.29162e-06
7B	Single-Family Attached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.159849	62.7054	3.46605e-07
7B	Single-Family Attached	2500-3999	None	0	0	0	0	0	0	1	0.296048	160.847	2.01733e-06
7B	Single-Family Attached	2500-3999	Room AC	0.250573	0.66511	0.067753	0.013633	0	0.00293097	0	0.111484	51.3535	1.30881e-06
7B	Single-Family Attached	4000+	Central AC	0	0	0	0.329893	0.329114	0.340993	0	0.181231	86.4319	5.32464e-07
7B	Single-Family Attached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0212682	7.13466	0
7B	Single-Family Attached	4000+	None	0	0	0	0	0	0	1	0.0283139	13.4053	8.07393e-07
7B	Single-Family Attached	4000+	Room AC	0.135463	0.81744	0.0362242	0.0108728	0	0	0	0.00483747	2.18717	4.6706e-07
7B	Single-Family Detached	0-1499	Central AC	0	0	0	0.0859403	0.159827	0.754232	0	8.18783	4243.06	6.23218e-05
7B	Single-Family Detached	0-1499	Heat Pump	0	0	0	0	0	1	0	0.924931	398.793	4.10027e-06
7B	Single-Family Detached	0-1499	None	0	0	0	0	0	0	1	17.9063	10486.9	0.000111522
7B	Single-Family Detached	0-1499	Room AC	0.0112745	0.712864	0.188475	0.0630029	0	0.0243835	0	9.78147	4942.29	5.02841e-05
7B	Single-Family Detached	1500-2499	Central AC	0	0	0	0.202407	0.24398	0.553613	0	4.43855	2209.13	8.41297e-05
7B	Single-Family Detached	1500-2499	Heat Pump	0	0	0	0	0	1	0	0.826481	331.119	5.67235e-06
7B	Single-Family Detached	1500-2499	None	0	0	0	0	0	0	1	2.29316	1217.05	0.00013669
7B	Single-Family Detached	1500-2499	Room AC	0.117912	0.752201	0.096428	0.0319015	0	0.00155771	0	0.741413	351.051	6.11676e-05
7B	Single-Family Detached	2500-3999	Central AC	0	0	0	0.324946	0.292215	0.382839	0	1.34251	649.241	4.06821e-05
7B	Single-Family Detached	2500-3999	Heat Pump	0	0	0	0	0	1	0	0.159849	62.7054	9.71842e-07
7B	Single-Family Detached	2500-3999	None	0	0	0	0	0	0	1	0.296048	160.847	5.7151e-05
7B	Single-Family Detached	2500-3999	Room AC	0.250573	0.66511	0.067753	0.013633	0	0.00293097	0	0.111484	51.3535	2.45361e-05
7B	Single-Family Detached	4000+	Central AC	0	0	0	0.329893	0.329114	0.340993	0	0.181231	86.4319	1.15147e-05
7B	Single-Family Detached	4000+	Heat Pump	0	0	0	0	0	1	0	0.0212682	7.13466	9.41761e-07
7B	Single-Family Detached	4000+	None	0	0	0	0	0	0	1	0.0283139	13.4053	1.58208e-05
7B	Single-Family Detached	4000+	Room AC	0.135463	0.81744	0.0362242	0.0108728	0	0	0	0.00483747	2.18717	8.07483e-06
# Created by: sources\recs\recs2009\tsv_maker.py
# Source: Constructed using U.S. EIA 2009 Residential Energy Consumption Survey (RECS) microdata.
# Assumption: Central AC systems need to serve at least 60 percent of the floor area.
# Assumption: Heat pumps serve 100 percent of the floor area because the system serves 100 percent of the heated floor area.
# Assumption: Due to low sample count, the tsv is constructed by downscaling a core sub-tsv with 3 sub-tsvs of different dependencies. The sub-tsvs have the following dependencies: tsv1 : 'HVAC Cooling Type', 'ASHRAE IECC Climate Zone 2004'; tsv2 : 'HVAC Cooling Type', 'Geometry Floor Area Bin'; tsv3 : 'HVAC Cooling Type', 'Geometry Building Type RECS';
