Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC	source_count	source_weight	sampling_probability
3C	Multi-Family with 2 - 4 Units	None	1980-99	0	0	0.893746	0.106254	18	37874	1.67952e-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.487566	0	0.456986	0.0554478	15	69138.9	0.000929537
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0	0	0.893746	0.106254	18	37874	0.000505355
3C	Multi-Family with 5+ Units	None	1980-99	0	0	0.893746	0.106254	18	37874	5.95848e-05
3C	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Single-Family Attached	Ducted Heating	1980-99	0.210663	0	0.699315	0.0900225	46	174974	0.000481601
3C	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	1980-99	0.106181	0	0.893819	0	9	15933.7	0.00015948
3C	Single-Family Attached	None	1980-99	0.106181	0	0.893819	0	9	15933.7	9.49354e-06
3C	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Single-Family Detached	Ducted Heating	1980-99	0.210663	0	0.699315	0.0900225	46	174974	0.00192667
3C	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	1980-99	0.106181	0	0.893819	0	9	15933.7	0.000475508
3C	Single-Family Detached	None	1980-99	0.106181	0	0.893819	0	9	15933.7	1.94917e-05
3C	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Mobile Home	Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	9.17479e-05
3C	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0	0.333333	0.333333	0	0	4.13438e-06
3C	Mobile Home	None	2000-09	0.333333	0	0.333333	0.333333	0	0	2.60167e-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0	0	0.559602	0.440398	2	5621.93	8.5405e-05
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0	0	1	0	2	2163.51	8.22746e-06
3C	Multi-Family with 2 - 4 Units	None	2000-09	0	0	1	0	2	2163.51	3.53934e-06
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	2000-09	0	0	0.559602	0.440398	2	5621.93	0.000535507
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0	0	1	0	2	2163.51	9.31643e-05
3C	Multi-Family with 5+ Units	None	2000-09	0	0	1	0	2	2163.51	2.5035e-05
3C	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Single-Family Attached	Ducted Heating	2000-09	0.522237	0	0.477763	0	23	42509.9	0.000191607
3C	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	2000-09	0	0	1	0	2	2037.86	1.46029e-05
3C	Single-Family Attached	None	2000-09	0	0	1	0	2	2037.86	3.13791e-06
3C	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Single-Family Detached	Ducted Heating	2000-09	0.522237	0	0.477763	0	23	42509.9	0.000822866
3C	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	2000-09	0	0	1	0	2	2037.86	3.38518e-05
3C	Single-Family Detached	None	2000-09	0	0	1	0	2	2037.86	5.0558e-06
3C	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Mobile Home	Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	2.96235e-05
3C	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	2010s	0.333333	0	0.333333	0.333333	0	0	1.87412e-06
3C	Mobile Home	None	2010s	0.333333	0	0.333333	0.333333	0	0	8.28596e-07
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0	0	0.559602	0.440398	2	5621.93	3.00486e-05
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0	0	1	0	2	2163.51	3.35885e-06
3C	Multi-Family with 2 - 4 Units	None	2010s	0	0	1	0	2	2163.51	2.3301e-06
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	2010s	0	0	0.559602	0.440398	2	5621.93	0.000333107
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0	0	1	0	2	2163.51	6.2023e-05
3C	Multi-Family with 5+ Units	None	2010s	0	0	1	0	2	2163.51	1.64956e-05
3C	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Single-Family Attached	Ducted Heating	2010s	0.522237	0	0.477763	0	23	42509.9	9.49828e-05
3C	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	2010s	0	0	1	0	2	2037.86	7.46695e-06
3C	Single-Family Attached	None	2010s	0	0	1	0	2	2037.86	1.28764e-06
3C	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Single-Family Detached	Ducted Heating	2010s	0.522237	0	0.477763	0	23	42509.9	0.000227782
3C	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	2010s	0	0	1	0	2	2037.86	1.03295e-05
3C	Single-Family Detached	None	2010s	0	0	1	0	2	2037.86	2.8654e-07
3C	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.76267e-06
3C	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	2.17539e-06
3C	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.4668e-06
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0	0	1	0	3	11724.4	0.000347043
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0	0	1	0	10	23854.6	0.000241928
3C	Multi-Family with 2 - 4 Units	None	<1940	0	0	1	0	10	23854.6	2.73589e-05
3C	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Ducted Heating	<1940	0	0	1	0	3	11724.4	0.000387429
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0	0	1	0	10	23854.6	0.000321981
3C	Multi-Family with 5+ Units	None	<1940	0	0	1	0	10	23854.6	7.48546e-05
3C	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Single-Family Attached	Ducted Heating	<1940	0.100426	0	0.825527	0.0740469	27	101400	0.000144524
3C	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Single-Family Attached	Non-Ducted Heating	<1940	0	0	0.888608	0.111392	8	18503.3	9.52787e-05
3C	Single-Family Attached	None	<1940	0	0	0.888608	0.111392	8	18503.3	7.58014e-06
3C	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Single-Family Detached	Ducted Heating	<1940	0.100426	0	0.825527	0.0740469	27	101400	0.00102836
3C	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
3C	Single-Family Detached	Non-Ducted Heating	<1940	0	0	0.888608	0.111392	8	18503.3	0.000638354
3C	Single-Family Detached	None	<1940	0	0	0.888608	0.111392	8	18503.3	3.11668e-05
4A	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	2.53816e-05
4A	Mobile Home	Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	6.57263e-05
4A	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0	0.333333	0.333333	0	0	7.33119e-05
4A	Mobile Home	None	1940-59	0.333333	0	0.333333	0.333333	0	0	3.6382e-06
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	3	14577.9	0.000248398
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.469225	0	0.133423	0.397352	34	137536	0.00164631
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.0417926	0	0.211082	0.747125	95	241427	0.0016934
4A	Multi-Family with 2 - 4 Units	None	1940-59	0.0417926	0	0.211082	0.747125	95	241427	2.50966e-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	3	14577.9	0.000566645
4A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.469225	0	0.133423	0.397352	34	137536	0.00282204
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.0417926	0	0.211082	0.747125	95	241427	0.00296788
4A	Multi-Family with 5+ Units	None	1940-59	0.0417926	0	0.211082	0.747125	95	241427	0.000157752
4A	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	23	110508	0.000151799
4A	Single-Family Attached	Ducted Heating	1940-59	0.716264	0	0.0579916	0.225744	231	937772	0.00154948
4A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1940-59	0.281414	0	0.197097	0.521489	110	272567	0.00154692
4A	Single-Family Attached	None	1940-59	0.281414	0	0.197097	0.521489	110	272567	1.52526e-05
4A	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	23	110508	0.0017172
4A	Single-Family Detached	Ducted Heating	1940-59	0.716264	0	0.0579916	0.225744	231	937772	0.0114478
4A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1940-59	0.281414	0	0.197097	0.521489	110	272567	0.011148
4A	Single-Family Detached	None	1940-59	0.281414	0	0.197097	0.521489	110	272567	4.69989e-05
4A	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	2	18999.6	0.000408093
4A	Mobile Home	Ducted Heating	1960-79	0.351047	0	0.0449496	0.604004	27	327997	0.00143169
4A	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1960-79	0.176055	0	0.132593	0.691352	12	83699.8	0.000712352
4A	Mobile Home	None	1960-79	0.176055	0	0.132593	0.691352	12	83699.8	1.53817e-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0	1	0	0	5	28174	0.000596407
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.813335	0	0.0525308	0.134134	87	428388	0.0024854
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.188929	0	0.16789	0.643181	74	198908	0.00149623
4A	Multi-Family with 2 - 4 Units	None	1960-79	0.188929	0	0.16789	0.643181	74	198908	2.68836e-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0	1	0	0	5	28174	0.00188728
4A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.813335	0	0.0525308	0.134134	87	428388	0.00631761
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.188929	0	0.16789	0.643181	74	198908	0.00393821
4A	Multi-Family with 5+ Units	None	1960-79	0.188929	0	0.16789	0.643181	74	198908	0.000229703
4A	Single-Family Attached	Ducted Heat Pump	1960-79	0	1	0	0	65	322560	0.00041924
4A	Single-Family Attached	Ducted Heating	1960-79	0.924326	0	0.0216541	0.0540198	324	1.18352e+06	0.00177972
4A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1960-79	0.434808	0	0.112858	0.452333	108	270972	0.00100748
4A	Single-Family Attached	None	1960-79	0.434808	0	0.112858	0.452333	108	270972	1.27142e-05
4A	Single-Family Detached	Ducted Heat Pump	1960-79	0	1	0	0	65	322560	0.00348047
4A	Single-Family Detached	Ducted Heating	1960-79	0.924326	0	0.0216541	0.0540198	324	1.18352e+06	0.0170326
4A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1960-79	0.434808	0	0.112858	0.452333	108	270972	0.0100542
4A	Single-Family Detached	None	1960-79	0.434808	0	0.112858	0.452333	108	270972	6.54717e-05
4A	Mobile Home	Ducted Heat Pump	1980-99	0	1	0	0	15	281834	0.00219852
4A	Mobile Home	Ducted Heating	1980-99	0.653043	0	0.12239	0.224566	50	767710	0.00321762
4A	Mobile Home	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	1980-99	0.24852	0	0.0813833	0.670096	11	84428.9	0.00089481
4A	Mobile Home	None	1980-99	0.24852	0	0.0813833	0.670096	11	84428.9	3.04412e-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0	1	0	0	18	105192	0.000945826
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.919258	0	0.0340306	0.0467109	84	377662	0.00202681
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.163011	0	0.310843	0.526146	35	112425	0.000540798
4A	Multi-Family with 2 - 4 Units	None	1980-99	0.163011	0	0.310843	0.526146	35	112425	2.35515e-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0	1	0	0	18	105192	0.00335719
4A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.919258	0	0.0340306	0.0467109	84	377662	0.00517463
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.163011	0	0.310843	0.526146	35	112425	0.00152277
4A	Multi-Family with 5+ Units	None	1980-99	0.163011	0	0.310843	0.526146	35	112425	0.000107362
4A	Single-Family Attached	Ducted Heat Pump	1980-99	0	1	0	0	123	654413	0.00128341
4A	Single-Family Attached	Ducted Heating	1980-99	0.947487	0	0.0328618	0.0196517	319	1.38618e+06	0.00331298
4A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	1980-99	0.524734	0	0.0961554	0.379111	47	108464	0.000824478
4A	Single-Family Attached	None	1980-99	0.524734	0	0.0961554	0.379111	47	108464	1.82857e-05
4A	Single-Family Detached	Ducted Heat Pump	1980-99	0	1	0	0	123	654413	0.00627094
4A	Single-Family Detached	Ducted Heating	1980-99	0.947487	0	0.0328618	0.0196517	319	1.38618e+06	0.0178899
4A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	1980-99	0.524734	0	0.0961554	0.379111	47	108464	0.00418473
4A	Single-Family Detached	None	1980-99	0.524734	0	0.0961554	0.379111	47	108464	6.89046e-05
4A	Mobile Home	Ducted Heat Pump	2000-09	0	1	0	0	5	29236.8	0.000692858
4A	Mobile Home	Ducted Heating	2000-09	0.684667	0	0	0.315333	11	97539.8	0.00122381
4A	Mobile Home	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	2000-09	0	0	0	1	1	5663.45	0.000101652
4A	Mobile Home	None	2000-09	0	0	0	1	1	5663.45	1.09776e-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0	1	0	0	11	28793.5	0.000280619
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.896241	0	0.0284861	0.075273	53	133618	0.0010207
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.177715	0	0.130619	0.691666	14	15780.3	8.95716e-05
4A	Multi-Family with 2 - 4 Units	None	2000-09	0.177715	0	0.130619	0.691666	14	15780.3	8.67709e-06
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0	1	0	0	11	28793.5	0.00138615
4A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.896241	0	0.0284861	0.075273	53	133618	0.00315457
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.177715	0	0.130619	0.691666	14	15780.3	0.000268467
4A	Multi-Family with 5+ Units	None	2000-09	0.177715	0	0.130619	0.691666	14	15780.3	4.97625e-05
4A	Single-Family Attached	Ducted Heat Pump	2000-09	0	1	0	0	54	125203	0.00038152
4A	Single-Family Attached	Ducted Heating	2000-09	0.971015	0	0.0163298	0.0126554	226	516869	0.00201918
4A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	2000-09	0.642054	0	0	0.357946	13	12260.1	0.000179992
4A	Single-Family Attached	None	2000-09	0.642054	0	0	0.357946	13	12260.1	6.54821e-06
4A	Single-Family Detached	Ducted Heat Pump	2000-09	0	1	0	0	54	125203	0.00300453
4A	Single-Family Detached	Ducted Heating	2000-09	0.971015	0	0.0163298	0.0126554	226	516869	0.0113432
4A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	2000-09	0.642054	0	0	0.357946	13	12260.1	0.000997261
4A	Single-Family Detached	None	2000-09	0.642054	0	0	0.357946	13	12260.1	3.93561e-05
4A	Mobile Home	Ducted Heat Pump	2010s	0	1	0	0	5	29236.8	0.000181252
4A	Mobile Home	Ducted Heating	2010s	0.684667	0	0	0.315333	11	97539.8	0.000297656
4A	Mobile Home	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	2010s	0	0	0	1	1	5663.45	2.45186e-05
4A	Mobile Home	None	2010s	0	0	0	1	1	5663.45	1.45451e-06
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0	1	0	0	11	28793.5	0.000151763
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.896241	0	0.0284861	0.075273	53	133618	0.00037983
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.177715	0	0.130619	0.691666	14	15780.3	3.25691e-05
4A	Multi-Family with 2 - 4 Units	None	2010s	0.177715	0	0.130619	0.691666	14	15780.3	2.68881e-06
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0	1	0	0	11	28793.5	0.00103461
4A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.896241	0	0.0284861	0.075273	53	133618	0.00198424
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.177715	0	0.130619	0.691666	14	15780.3	0.000166245
4A	Multi-Family with 5+ Units	None	2010s	0.177715	0	0.130619	0.691666	14	15780.3	3.59287e-05
4A	Single-Family Attached	Ducted Heat Pump	2010s	0	1	0	0	54	125203	0.000174663
4A	Single-Family Attached	Ducted Heating	2010s	0.971015	0	0.0163298	0.0126554	226	516869	0.000783309
4A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	2010s	0.642054	0	0	0.357946	13	12260.1	6.93952e-05
4A	Single-Family Attached	None	2010s	0.642054	0	0	0.357946	13	12260.1	2.44733e-06
4A	Single-Family Detached	Ducted Heat Pump	2010s	0	1	0	0	54	125203	0.00101827
4A	Single-Family Detached	Ducted Heating	2010s	0.971015	0	0.0163298	0.0126554	226	516869	0.00346022
4A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	2010s	0.642054	0	0	0.357946	13	12260.1	0.000302573
4A	Single-Family Detached	None	2010s	0.642054	0	0	0.357946	13	12260.1	1.42214e-05
4A	Mobile Home	Ducted Heat Pump	<1940	0	1	0	0	0	0	3.72973e-06
4A	Mobile Home	Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	1.60057e-05
4A	Mobile Home	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
4A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0	0.333333	0.333333	0	0	3.3511e-05
4A	Mobile Home	None	<1940	0.333333	0	0.333333	0.333333	0	0	1.05209e-05
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0	1	0	0	1	4672.45	0.000163903
4A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.281247	0	0.144575	0.574178	13	73152.8	0.00198369
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.0409527	0	0.289487	0.66956	119	332357	0.00367255
4A	Multi-Family with 2 - 4 Units	None	<1940	0.0409527	0	0.289487	0.66956	119	332357	2.97261e-05
4A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0	1	0	0	1	4672.45	0.000356762
4A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.281247	0	0.144575	0.574178	13	73152.8	0.00281613
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
4A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.0409527	0	0.289487	0.66956	119	332357	0.00541361
4A	Multi-Family with 5+ Units	None	<1940	0.0409527	0	0.289487	0.66956	119	332357	0.000181725
4A	Single-Family Attached	Ducted Heat Pump	<1940	0	1	0	0	12	52792.2	9.9753e-05
4A	Single-Family Attached	Ducted Heating	<1940	0.654692	0	0.0639557	0.281352	152	611369	0.00147284
4A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
4A	Single-Family Attached	Non-Ducted Heating	<1940	0.155031	0	0.114077	0.730892	116	302024	0.00269141
4A	Single-Family Attached	None	<1940	0.155031	0	0.114077	0.730892	116	302024	1.35553e-05
4A	Single-Family Detached	Ducted Heat Pump	<1940	0	1	0	0	12	52792.2	0.000534842
4A	Single-Family Detached	Ducted Heating	<1940	0.654692	0	0.0639557	0.281352	152	611369	0.0054012
4A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0	1	0	0	0	0	0
4A	Single-Family Detached	Non-Ducted Heating	<1940	0.155031	0	0.114077	0.730892	116	302024	0.0101423
4A	Single-Family Detached	None	<1940	0.155031	0	0.114077	0.730892	116	302024	3.39694e-05
4B	Mobile Home	Ducted Heat Pump	1940-59	0	1	0	0	0	0	8.49531e-07
4B	Mobile Home	Ducted Heating	1940-59	0.530737	0	0.469263	0	3	2279.72	1.04332e-05
4B	Mobile Home	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4B	Mobile Home	Non-Ducted Heating	1940-59	0	0	0.718815	0.281185	4	1050.52	8.99879e-06
4B	Mobile Home	None	1940-59	0	0	0.718815	0.281185	4	1050.52	3.46812e-07
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	1.71765e-06
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.665879	0	0.269697	0.0644241	13	4412.76	2.98499e-05
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0	0	0.496003	0.503997	49	6792.83	2.84114e-05
4B	Multi-Family with 2 - 4 Units	None	1940-59	0	0	0.496003	0.503997	49	6792.83	5.31233e-07
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0	1	0	0	0	0	2.47003e-06
4B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.665879	0	0.269697	0.0644241	13	4412.76	2.25946e-05
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0	0	0.496003	0.503997	49	6792.83	2.18648e-05
4B	Multi-Family with 5+ Units	None	1940-59	0	0	0.496003	0.503997	49	6792.83	6.05629e-07
4B	Single-Family Attached	Ducted Heat Pump	1940-59	0	1	0	0	6	1687.22	5.81222e-07
4B	Single-Family Attached	Ducted Heating	1940-59	0.752624	0	0.192956	0.05442	130	35027.8	1.15881e-05
4B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4B	Single-Family Attached	Non-Ducted Heating	1940-59	0.145703	0	0.464832	0.389465	120	15626.8	1.0102e-05
4B	Single-Family Attached	None	1940-59	0.145703	0	0.464832	0.389465	120	15626.8	4.00057e-07
4B	Single-Family Detached	Ducted Heat Pump	1940-59	0	1	0	0	6	1687.22	1.85847e-05
4B	Single-Family Detached	Ducted Heating	1940-59	0.752624	0	0.192956	0.05442	130	35027.8	0.000512933
4B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0	1	0	0	0	0	0
4B	Single-Family Detached	Non-Ducted Heating	1940-59	0.145703	0	0.464832	0.389465	120	15626.8	0.000496985
4B	Single-Family Detached	None	1940-59	0.145703	0	0.464832	0.389465	120	15626.8	3.40305e-06
4B	Mobile Home	Ducted Heat Pump	1960-79	0	1	0	0	1	1308.27	9.8776e-06
4B	Mobile Home	Ducted Heating	1960-79	0.481329	0	0.377059	0.141612	13	7577.08	0.000190051
4B	Mobile Home	Non-Ducted Heat Pump	1960-79	0	1	0	0	0	0	0
