Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	sampling_probability
3B	1500-1999	1970s	2.22222e-08	7.77407e-05	0.00178516	0.00928473	0.0238146	0.0416652	0.0580882	0.0700926	0.1554	0.327355	0.174671	0.0781414	0.0334832	0.0207052	0.00543639	0.00294942
3C	1500-1999	1970s	7.40741e-09	3.81556e-05	0.00100624	0.00583215	0.0163343	0.0307403	0.0455898	0.0580297	0.137747	0.326013	0.19738	0.09718	0.044968	0.0301629	0.00897903	0.000841472
4A	1500-1999	1970s	0	3.27778e-06	0.000129822	0.00105081	0.00388846	0.0092437	0.0167263	0.0252922	0.0750562	0.26111	0.236205	0.158081	0.0936819	0.0821045	0.0374258	0.00542328
4B	1500-1999	1970s	1.11111e-08	6.14111e-05	0.00147859	0.00797231	0.0210547	0.0377447	0.0537249	0.0660031	0.149733	0.328007	0.182652	0.0843978	0.0371158	0.0235911	0.00646319	0.000282245
4C	1500-1999	1970s	0	6.28889e-06	0.000222485	0.00165334	0.0057053	0.0127987	0.0220503	0.0319614	0.089765	0.283879	0.233038	0.144752	0.0807635	0.0662649	0.0271394	0.00105015
5A	1500-1999	1970s	0	2.21556e-05	0.000645515	0.00404837	0.0120942	0.0240177	0.037286	0.0493769	0.123338	0.318611	0.211797	0.111967	0.0548611	0.0391193	0.0128163	0.00532559
5B	1500-1999	1970s	1.11111e-08	6.14111e-05	0.00147859	0.00797231	0.0210547	0.0377447	0.0537249	0.0660031	0.149733	0.328007	0.182652	0.0843978	0.0371158	0.0235911	0.00646319	0.00123727
6A	1500-1999	1970s	1.11111e-08	5.66778e-05	0.00138825	0.00758423	0.0202346	0.0365695	0.0524006	0.064742	0.147926	0.327999	0.185072	0.0863773	0.0382921	0.024545	0.00681182	0.00160664
6B	1500-1999	1970s	7.40741e-09	4.83e-05	0.00122345	0.00684746	0.0186217	0.0341903	0.0496533	0.0620666	0.143956	0.327535	0.190079	0.0906285	0.040869	0.0266725	0.007609	0.000295961
7A	1500-1999	1970s	1.11111e-08	5.66778e-05	0.00138825	0.00758423	0.0202346	0.0365695	0.0524006	0.064742	0.147926	0.327999	0.185072	0.0863773	0.0382921	0.024545	0.00681182	0.000229216
7B	1500-1999	1970s	7.40741e-09	4.83e-05	0.00122345	0.00684746	0.0186217	0.0341903	0.0496533	0.0620666	0.143956	0.327535	0.190079	0.0906285	0.040869	0.0266725	0.007609	4.07748e-05
1A	2000-2499	1970s	0	1.8963e-06	8.19852e-05	0.000709593	0.00277895	0.00693006	0.013063	0.0204647	0.0636176	0.239936	0.23537	0.167625	0.104445	0.0967189	0.0482575	0.000207694
2A	2000-2499	1970s	0	1.8963e-06	8.19852e-05	0.000709593	0.00277895	0.00693006	0.013063	0.0204647	0.0636176	0.239936	0.23537	0.167625	0.104445	0.0967189	0.0482575	0.0019445
2B	2000-2499	1970s	1.18519e-07	0.000166274	0.00318738	0.0146496	0.0341686	0.0553463	0.0723227	0.0825301	0.170448	0.318254	0.148543	0.0600547	0.023732	0.0134846	0.00311315	0.000385575
3A	2000-2499	1970s	0	1.42889e-05	0.000448548	0.00299151	0.00940457	0.019491	0.031378	0.0428817	0.111562	0.309113	0.221246	0.123743	0.0634413	0.0474902	0.0167946	0.00247258
3B	2000-2499	1970s	1.18519e-07	0.000166274	0.00318738	0.0146496	0.0341686	0.0553463	0.0723227	0.0825301	0.170448	0.318254	0.148543	0.0600547	0.023732	0.0134846	0.00311315	0.00136383
3C	2000-2499	1970s	2.59259e-08	8.12889e-05	0.00184216	0.00950437	0.0242443	0.0422455	0.0587101	0.0706577	0.156148	0.327164	0.173531	0.0772726	0.0329851	0.0203137	0.00529922	0.000388351
4A	2000-2499	1970s	0	7.71481e-06	0.000263515	0.00190541	0.00643034	0.0141604	0.0240155	0.0343394	0.0947483	0.290551	0.231044	0.140045	0.0766099	0.0615254	0.024354	0.00350209
4B	2000-2499	1970s	6.2963e-08	0.000129396	0.00264644	0.0126854	0.0305306	0.0507102	0.0676664	0.0786174	0.166101	0.322331	0.157073	0.0656105	0.0266146	0.0155418	0.003741	0.000178341
4C	2000-2499	1970s	0	1.37333e-05	0.00043317	0.0029036	0.00917059	0.0190833	0.0308303	0.0422637	0.110398	0.30802	0.222062	0.124884	0.0643117	0.0483777	0.0172486	0.000491961
5A	2000-2499	1970s	1.11111e-08	4.71778e-05	0.0011995	0.00673716	0.0183785	0.0338322	0.0492423	0.0616694	0.143374	0.327481	0.190814	0.0912502	0.0412489	0.0269919	0.00773447	0.00367907
5B	2000-2499	1970s	6.2963e-08	0.000129396	0.00264644	0.0126854	0.0305306	0.0507102	0.0676664	0.0786174	0.166101	0.322331	0.157073	0.0656105	0.0266146	0.0155418	0.003741	0.000873823
6A	2000-2499	1970s	5.18519e-08	0.000120515	0.00250426	0.0121398	0.0294771	0.0493201	0.066225	0.0773657	0.164615	0.323364	0.159737	0.0674037	0.0275585	0.0162207	0.0039482	0.00125167
6B	2000-2499	1970s	4.44444e-08	0.00010353	0.0022197	0.0110279	0.027312	0.0464462	0.0632262	0.0747388	0.161421	0.325229	0.165233	0.0712236	0.0296233	0.0177531	0.00444253	0.00023781
7A	2000-2499	1970s	5.18519e-08	0.000120515	0.00250426	0.0121398	0.0294771	0.0493201	0.066225	0.0773657	0.164615	0.323364	0.159737	0.0674037	0.0275585	0.0162207	0.0039482	0.000190548
7B	2000-2499	1970s	4.44444e-08	0.00010353	0.0022197	0.0110279	0.027312	0.0464462	0.0632262	0.0747388	0.161421	0.325229	0.165233	0.0712236	0.0296233	0.0177531	0.00444253	2.6575e-05
1A	2500-2999	1970s	0	4.33704e-06	0.000166356	0.00130155	0.00467102	0.0108131	0.0191229	0.0283445	0.0819409	0.27238	0.235279	0.15197	0.087511	0.0743178	0.0321786	9.39829e-05
2A	2500-2999	1970s	0	4.33704e-06	0.000166356	0.00130155	0.00467102	0.0108131	0.0191229	0.0283445	0.0819409	0.27238	0.235279	0.15197	0.087511	0.0743178	0.0321786	0.000857688
2B	2500-2999	1970s	4.7037e-07	0.0003493	0.00549917	0.0222568	0.0471906	0.0708028	0.0867709	0.0936956	0.180478	0.299463	0.122267	0.0446846	0.016291	0.00851638	0.00173487	0.000212237
3A	2500-2999	1970s	0	3.08222e-05	0.000845559	0.00505453	0.014519	0.0279093	0.0421489	0.0545039	0.132044	0.323676	0.203474	0.103077	0.0487999	0.0335415	0.0103752	0.00116173
3B	2500-2999	1970s	4.7037e-07	0.0003493	0.00549917	0.0222568	0.0471906	0.0708028	0.0867709	0.0936956	0.180478	0.299463	0.122267	0.0446846	0.016291	0.00851638	0.00173487	0.00072974
3C	2500-2999	1970s	1.18519e-07	0.000170763	0.00325241	0.014882	0.0345923	0.0558784	0.0728495	0.0829658	0.170915	0.317742	0.147574	0.0594398	0.0234198	0.0132679	0.00305061	0.000235463
4A	2500-2999	1970s	0	1.66222e-05	0.00050637	0.00330413	0.01021	0.0208654	0.0331975	0.0449113	0.115329	0.312464	0.218434	0.119992	0.0606374	0.044698	0.0154347	0.00175782
4B	2500-2999	1970s	2.88889e-07	0.000271915	0.00460966	0.01949	0.0426498	0.065611	0.0821024	0.0902579	0.177823	0.306534	0.130738	0.0493845	0.0184871	0.00993268	0.00210851	8.4721e-05
4C	2500-2999	1970s	0	2.96593e-05	0.000817178	0.00491175	0.01418	0.0273755	0.0414948	0.0538274	0.130928	0.323125	0.204604	0.10423	0.0495704	0.0342374	0.0106695	0.000248904
5A	2500-2999	1970s	3.7037e-08	9.97778e-05	0.00216381	0.0108148	0.0268966	0.0458908	0.0626414	0.0742211	0.160776	0.325537	0.166293	0.0719848	0.0300466	0.0180791	0.00455519	0.00179986
5B	2500-2999	1970s	2.88889e-07	0.000271915	0.00460966	0.01949	0.0426498	0.065611	0.0821024	0.0902579	0.177823	0.306534	0.130738	0.0493845	0.0184871	0.00993268	0.00210851	0.00050763
6A	2500-2999	1970s	2.62963e-07	0.000255474	0.00437813	0.0187056	0.0413024	0.0640224	0.0806355	0.0891451	0.176881	0.308573	0.133385	0.0508878	0.0191988	0.0103968	0.00223256	0.000546209
6B	2500-2999	1970s	1.92593e-07	0.000218811	0.00390183	0.0171164	0.0385567	0.0607396	0.0775468	0.0867416	0.174685	0.312515	0.139002	0.0541852	0.0207972	0.0114646	0.00252886	5.75166e-05
7A	2500-2999	1970s	2.62963e-07	0.000255474	0.00437813	0.0187056	0.0413024	0.0640224	0.0806355	0.0891451	0.176881	0.308573	0.133385	0.0508878	0.0191988	0.0103968	0.00223256	9.42787e-05
7B	2500-2999	1970s	1.92593e-07	0.000218811	0.00390183	0.0171164	0.0385567	0.0607396	0.0775468	0.0867416	0.174685	0.312515	0.139002	0.0541852	0.0207972	0.0114646	0.00252886	6.59292e-06
1A	3000-3999	1970s	0	1.21519e-05	0.000390404	0.00266131	0.00852629	0.0179563	0.0293055	0.0405264	0.107064	0.304626	0.224228	0.128163	0.0668806	0.0510408	0.0186192	5.48371e-05
2A	3000-3999	1970s	0	1.21519e-05	0.000390404	0.00266131	0.00852629	0.0179563	0.0293055	0.0405264	0.107064	0.304626	0.224228	0.128163	0.0668806	0.0510408	0.0186192	0.000586011
2B	3000-3999	1970s	2.78148e-06	0.00087577	0.0104488	0.0357603	0.0671799	0.0916034	0.103672	0.104534	0.184775	0.265169	0.0914453	0.0294405	0.00970705	0.00458196	0.000803407	0.000117728
3A	3000-3999	1970s	2.22222e-08	7.85259e-05	0.0017903	0.00928852	0.0238042	0.041637	0.0580479	0.0700484	0.155323	0.327291	0.174717	0.0782084	0.033537	0.0207625	0.00546613	0.00075999
3B	3000-3999	1970s	2.78148e-06	0.00087577	0.0104488	0.0357603	0.0671799	0.0916034	0.103672	0.104534	0.184775	0.265169	0.0914453	0.0294405	0.00970705	0.00458196	0.000803407	0.000343235
3C	3000-3999	1970s	7.44444e-07	0.000435111	0.00640455	0.0249226	0.0513864	0.075425	0.0907681	0.0964923	0.182254	0.292561	0.115005	0.0408597	0.0145695	0.00744763	0.00146868	0.000107755
4A	3000-3999	1970s	7.40741e-09	4.22815e-05	0.00109698	0.00626318	0.0173163	0.0322336	0.04736	0.0597979	0.140486	0.326728	0.194186	0.0943032	0.043169	0.0286347	0.00838311	0.00114053
4B	3000-3999	1970s	1.63704e-06	0.000685585	0.00888138	0.0317951	0.0616275	0.0861179	0.0994796	0.102099	0.184537	0.275024	0.09916	0.0330083	0.0111753	0.00541859	0.000988526	5.12908e-05
4C	3000-3999	1970s	2.22222e-08	7.41593e-05	0.00172459	0.00903667	0.0233028	0.0409441	0.0572881	0.0693436	0.154364	0.327491	0.176148	0.0792911	0.0341459	0.0212266	0.00561892	0.000122888
5A	3000-3999	1970s	2.55556e-07	0.0002522	0.00435377	0.0186492	0.0412191	0.0639228	0.0805329	0.0890525	0.17676	0.308628	0.133599	0.0510412	0.0192817	0.0104572	0.00225106	0.00127652
5B	3000-3999	1970s	1.63704e-06	0.000685585	0.00888138	0.0317951	0.0616275	0.0861179	0.0994796	0.102099	0.184537	0.275024	0.09916	0.0330083	0.0111753	0.00541859	0.000988526	0.000299127
6A	3000-3999	1970s	1.51111e-06	0.000640289	0.00843886	0.0306135	0.0599353	0.0844188	0.0981544	0.1013	0.184358	0.277958	0.101593	0.0341693	0.011664	0.0057029	0.00105295	0.000412835
6B	3000-3999	1970s	1.16296e-06	0.000552467	0.00758398	0.0282548	0.0564462	0.0808134	0.0952596	0.0994806	0.183744	0.284	0.106838	0.0367213	0.0127538	0.00634708	0.00120321	3.6196e-05
7A	3000-3999	1970s	1.51111e-06	0.000640289	0.00843886	0.0306135	0.0599353	0.0844188	0.0981544	0.1013	0.184358	0.277958	0.101593	0.0341693	0.011664	0.0057029	0.00105295	6.25518e-05
7B	3000-3999	1970s	1.16296e-06	0.000552467	0.00758398	0.0282548	0.0564462	0.0808134	0.0952596	0.0994806	0.183744	0.284	0.106838	0.0367213	0.0127538	0.00634708	0.00120321	5.13027e-06
1A	4000+	1970s	0.000197956	0.013451	0.0682327	0.128999	0.155596	0.149163	0.125868	0.0985604	0.127501	0.108328	0.0192779	0.00373269	0.000814722	0.000253033	2.44e-05	2.6246e-05
2A	4000+	1970s	0.000197956	0.013451	0.0682327	0.128999	0.155596	0.149163	0.125868	0.0985604	0.127501	0.108328	0.0192779	0.00373269	0.000814722	0.000253033	2.44e-05	0.000216791
2B	4000+	1970s	0.00305491	0.11553	0.254659	0.234486	0.160467	0.0978416	0.0569175	0.0325536	0.0292255	0.0139608	0.00115492	0.000127044	1.76e-05	3.46667e-06	8.77778e-07	4.59818e-05
3A	4000+	1970s	0.0006536	0.0381937	0.136994	0.190914	0.181115	0.143271	0.10311	0.070478	0.0774947	0.0504422	0.00623411	0.000905011	0.000154967	3.75222e-05	3.02222e-06	0.000270573
3B	4000+	1970s	0.00305491	0.11553	0.254659	0.234486	0.160467	0.0978416	0.0569175	0.0325536	0.0292255	0.0139608	0.00115492	0.000127044	1.76e-05	3.46667e-06	8.77778e-07	0.000224552
3C	4000+	1970s	0.00176704	0.0856974	0.220139	0.229108	0.172713	0.113792	0.0705204	0.042514	0.0404714	0.0210718	0.00193736	0.000227278	3.29e-05	6.75556e-06	1.04444e-06	6.53199e-05
4A	4000+	1970s	0.000467278	0.0276582	0.110985	0.171405	0.176298	0.148715	0.112834	0.0806636	0.0935304	0.0663671	0.00924782	0.00147664	0.000274133	7.21222e-05	5.86667e-06	0.000429609
4B	4000+	1970s	0.0024978	0.104649	0.243403	0.233494	0.165046	0.1033	0.0614015	0.0357578	0.0327571	0.0161238	0.00138481	0.000155944	2.19667e-05	4.42222e-06	9.22222e-07	2.54837e-05
4C	4000+	1970s	0.000638178	0.0374122	0.135204	0.189649	0.180854	0.143685	0.103793	0.0711764	0.0785708	0.0514671	0.00641286	0.000935911	0.000160822	3.90222e-05	3.22222e-06	6.56346e-05
5A	4000+	1970s	0.00125033	0.0675143	0.193406	0.220649	0.178794	0.124757	0.0810125	0.0507783	0.0505099	0.0281009	0.00281319	0.0003495	5.27889e-05	1.12778e-05	1.33333e-06	0.000484735
5B	4000+	1970s	0.0024978	0.104649	0.243403	0.233494	0.165046	0.1033	0.0614015	0.0357578	0.0327571	0.0161238	0.00138481	0.000155944	2.19667e-05	4.42222e-06	9.22222e-07	0.000142343
6A	4000+	1970s	0.00238456	0.101552	0.239673	0.232996	0.16645	0.105043	0.06284	0.0367806	0.0338674	0.0167751	0.00144753	0.000162978	2.29111e-05	4.58889e-06	9e-07	0.000126364
6B	4000+	1970s	0.00209752	0.0948975	0.232086	0.231808	0.169116	0.108534	0.0658354	0.0389882	0.0363844	0.0183995	0.00163292	0.000187567	2.67667e-05	5.44444e-06	9.77778e-07	7.03664e-05
7A	4000+	1970s	0.00238456	0.101552	0.239673	0.232996	0.16645	0.105043	0.06284	0.0367806	0.0338674	0.0167751	0.00144753	0.000162978	2.29111e-05	4.58889e-06	9e-07	2.56299e-05
7B	4000+	1970s	0.00209752	0.0948975	0.232086	0.231808	0.169116	0.108534	0.0658354	0.0389882	0.0363844	0.0183995	0.00163292	0.000187567	2.67667e-05	5.44444e-06	9.77778e-07	8.71754e-06
1A	500-749	1970s	0	5.18519e-08	6.2037e-06	7.89667e-05	0.000417589	0.00133105	0.0030841	0.00576964	0.0226757	0.12896	0.188342	0.182397	0.145725	0.17816	0.143053	0.000414169
2A	500-749	1970s	0	5.18519e-08	6.2037e-06	7.89667e-05	0.000417589	0.00133105	0.0030841	0.00576964	0.0226757	0.12896	0.188342	0.182397	0.145725	0.17816	0.143053	0.00205856
2B	500-749	1970s	0	1.55148e-05	0.000475778	0.00313312	0.00976585	0.0201087	0.0322013	0.0438078	0.113304	0.310729	0.219972	0.122	0.0621318	0.0461873	0.0161665	0.000305958
3A	500-749	1970s	0	9.55556e-07	4.73778e-05	0.000446993	0.00187336	0.0049376	0.00974961	0.0158947	0.0520555	0.214942	0.230638	0.176005	0.115971	0.114248	0.0631898	0.00193482
3B	500-749	1970s	0	1.55148e-05	0.000475778	0.00313312	0.00976585	0.0201087	0.0322013	0.0438078	0.113304	0.310729	0.219972	0.122	0.0621318	0.0461873	0.0161665	0.0021114
3C	500-749	1970s	0	7.17407e-06	0.00025047	0.00183228	0.00623219	0.0138031	0.0235145	0.0337458	0.0935314	0.288983	0.231572	0.141208	0.0776262	0.0626761	0.0250176	0.000494056
4A	500-749	1970s	0	4.40741e-07	2.50407e-05	0.000258789	0.0011683	0.00327549	0.00681581	0.0116271	0.040433	0.185475	0.220602	0.182258	0.128048	0.135474	0.0845384	0.00291585
4B	500-749	1970s	0	1.20185e-05	0.000385163	0.00262743	0.00843144	0.0177872	0.0290766	0.0402682	0.106583	0.304202	0.224584	0.128631	0.0672296	0.0513896	0.0187925	0.000150391
4C	500-749	1970s	0	9.33333e-07	4.58556e-05	0.000432659	0.00181817	0.0048075	0.00952243	0.0155694	0.0511944	0.212919	0.230111	0.176568	0.116853	0.11567	0.0644871	0.000566566
5A	500-749	1970s	0	3.94074e-06	0.000152456	0.00120584	0.00437406	0.0102223	0.0182278	0.0272133	0.0794179	0.268369	0.235731	0.154237	0.0897473	0.0770918	0.0340068	0.0036612
5B	500-749	1970s	0	1.20185e-05	0.000385163	0.00262743	0.00843144	0.0177872	0.0290766	0.0402682	0.106583	0.304202	0.224584	0.128631	0.0672296	0.0513896	0.0187925	0.000721335
6A	500-749	1970s	0	1.07741e-05	0.000356752	0.0024755	0.00803458	0.0170954	0.028139	0.0391967	0.104517	0.302073	0.225904	0.130653	0.0688215	0.0530543	0.0196695	0.000946881
6B	500-749	1970s	0	9.21481e-06	0.000310744	0.0022006	0.00727464	0.0157249	0.0262368	0.0369803	0.100128	0.297147	0.228416	0.134912	0.0722751	0.056738	0.0216465	0.000208759
7A	500-749	1970s	0	1.07741e-05	0.000356752	0.0024755	0.00803458	0.0170954	0.028139	0.0391967	0.104517	0.302073	0.225904	0.130653	0.0688215	0.0530543	0.0196695	0.000100412
7B	500-749	1970s	0	9.21481e-06	0.000310744	0.0022006	0.00727464	0.0157249	0.0262368	0.0369803	0.100128	0.297147	0.228416	0.134912	0.0722751	0.056738	0.0216465	4.22392e-05
1A	750-999	1970s	0	1.11111e-07	9.46667e-06	0.000114081	0.000577241	0.0017729	0.00397908	0.00724003	0.0274082	0.145799	0.199803	0.184163	0.141367	0.165211	0.122556	0.000680952
2A	750-999	1970s	0	1.11111e-07	9.46667e-06	0.000114081	0.000577241	0.0017729	0.00397908	0.00724003	0.0274082	0.145799	0.199803	0.184163	0.141367	0.165211	0.122556	0.00338637
2B	750-999	1970s	0	2.26667e-05	0.000656774	0.00410563	0.0122346	0.0242461	0.0375739	0.0496823	0.123861	0.318942	0.211331	0.111445	0.0544921	0.0387624	0.0126442	0.000576813
3A	750-999	1970s	0	1.58889e-06	7.06407e-05	0.000624963	0.0024925	0.00631107	0.0120511	0.0190915	0.0602257	0.233015	0.234455	0.170253	0.107758	0.101524	0.0521265	0.00328903
3B	750-999	1970s	0	2.26667e-05	0.000656774	0.00410563	0.0122346	0.0242461	0.0375739	0.0496823	0.123861	0.318942	0.211331	0.111445	0.0544921	0.0387624	0.0126442	0.00305169
3C	750-999	1970s	0	1.09037e-05	0.000354248	0.00244836	0.00794642	0.0169267	0.0278992	0.0389146	0.103956	0.30145	0.226233	0.131198	0.069257	0.0535072	0.0198977	0.000759837
4A	750-999	1970s	0	7.37037e-07	3.77556e-05	0.000366674	0.00157649	0.00424779	0.00854958	0.0141739	0.047469	0.20389	0.227442	0.178823	0.120693	0.122104	0.0706252	0.00484331
4B	750-999	1970s	0	1.77444e-05	0.000534756	0.00345959	0.010613	0.0215536	0.0341056	0.0459181	0.117172	0.313986	0.216981	0.118163	0.0593007	0.0433895	0.0148059	0.000228491
4C	750-999	1970s	0	1.44074e-06	6.66222e-05	0.000598896	0.0024106	0.00614092	0.0117784	0.018725	0.0593218	0.231127	0.234133	0.170911	0.108642	0.102862	0.0532798	0.000756827
5A	750-999	1970s	0	6.21481e-06	0.000219641	0.00163451	0.00564997	0.012694	0.0218987	0.0317775	0.0893782	0.283357	0.233194	0.145122	0.0810891	0.0666326	0.0273478	0.00543089
5B	750-999	1970s	0	1.77444e-05	0.000534756	0.00345959	0.010613	0.0215536	0.0341056	0.0459181	0.117172	0.313986	0.216981	0.118163	0.0593007	0.0433895	0.0148059	0.00111598
6A	750-999	1970s	0	1.64296e-05	0.000501241	0.00327809	0.0101481	0.0207672	0.0330752	0.0447813	0.115099	0.312269	0.218607	0.120229	0.060819	0.0448836	0.0155258	0.00127425
6B	750-999	1970s	0	1.39741e-05	0.000437215	0.00292265	0.00921961	0.0191709	0.0309532	0.0424084	0.110686	0.308324	0.221867	0.124595	0.0640928	0.0481615	0.0171473	0.000283778
7A	750-999	1970s	0	1.64296e-05	0.000501241	0.00327809	0.0101481	0.0207672	0.0330752	0.0447813	0.115099	0.312269	0.218607	0.120229	0.060819	0.0448836	0.0155258	0.000170039
7B	750-999	1970s	0	1.39741e-05	0.000437215	0.00292265	0.00921961	0.0191709	0.0309532	0.0424084	0.110686	0.308324	0.221867	0.124595	0.0640928	0.0481615	0.0171473	3.5838e-05
1A	0-499	1980s	0	4.11111e-07	2.45667e-05	0.000256759	0.00116429	0.00327088	0.00681246	0.0116259	0.0404353	0.185463	0.220566	0.182243	0.128057	0.135508	0.0845722	4.48747e-05
2A	0-499	1980s	0	4.11111e-07	2.45667e-05	0.000256759	0.00116429	0.00327088	0.00681246	0.0116259	0.0404353	0.185463	0.220566	0.182243	0.128057	0.135508	0.0845722	0.000397242
2B	0-499	1980s	1.11111e-08	5.34e-05	0.00131783	0.00725793	0.0195105	0.0354979	0.0511655	0.0635454	0.146172	0.327872	0.187319	0.0882491	0.039416	0.0254668	0.00715603	9.21034e-05
3A	0-499	1980s	0	4.23704e-06	0.000160437	0.00125589	0.00452339	0.010515	0.0186694	0.027772	0.080672	0.270408	0.235543	0.153111	0.0886184	0.0756782	0.0330689	0.00041922
3B	0-499	1980s	1.11111e-08	5.34e-05	0.00131783	0.00725793	0.0195105	0.0354979	0.0511655	0.0635454	0.146172	0.327872	0.187319	0.0882491	0.039416	0.0254668	0.00715603	0.00054424
3C	0-499	1980s	0	2.58e-05	0.000730937	0.00448479	0.0131605	0.0257497	0.0394731	0.0517055	0.127352	0.321144	0.208097	0.107894	0.0520451	0.036494	0.0116445	9.27442e-05
4A	0-499	1980s	0	2.14444e-06	8.97037e-05	0.000763781	0.00295741	0.00730992	0.0136778	0.0212923	0.0656395	0.243945	0.235777	0.166005	0.102487	0.09395	0.0461035	0.000641646
4B	0-499	1980s	7.40741e-09	4.21074e-05	0.00108573	0.00619627	0.0171506	0.0319734	0.047049	0.0594892	0.140023	0.326682	0.194768	0.09478	0.0434479	0.0288546	0.0084585	4.70084e-05
4C	0-499	1980s	0	4.03704e-06	0.000154222	0.00121496	0.00439841	0.0102674	0.0182943	0.0272969	0.0796067	0.268688	0.235713	0.154069	0.0895734	0.0768686	0.0338506	0.000150878
5A	0-499	1980s	0	1.5063e-05	0.000465163	0.00307656	0.0096201	0.0198583	0.0318667	0.0434306	0.112593	0.310071	0.220499	0.122716	0.0626657	0.0467118	0.0164108	0.000554516
5B	0-499	1980s	7.40741e-09	4.21074e-05	0.00108573	0.00619627	0.0171506	0.0319734	0.047049	0.0594892	0.140023	0.326682	0.194768	0.09478	0.0434479	0.0288546	0.0084585	0.000180872
6A	0-499	1980s	3.7037e-09	3.88185e-05	0.0010194	0.00589096	0.0164617	0.0309263	0.0458037	0.0582385	0.138063	0.326089	0.197006	0.096838	0.0447498	0.0299728	0.00890157	0.000199297
6B	0-499	1980s	0	3.32519e-05	0.000895415	0.00529316	0.0150789	0.0287909	0.0432315	0.0556245	0.133884	0.324512	0.201561	0.101188	0.0475602	0.0324373	0.00990981	6.16436e-05
7A	0-499	1980s	3.7037e-09	3.88185e-05	0.0010194	0.00589096	0.0164617	0.0309263	0.0458037	0.0582385	0.138063	0.326089	0.197006	0.096838	0.0447498	0.0299728	0.00890157	2.13839e-05
7B	0-499	1980s	0	3.32519e-05	0.000895415	0.00529316	0.0150789	0.0287909	0.0432315	0.0556245	0.133884	0.324512	0.201561	0.101188	0.0475602	0.0324373	0.00990981	8.54828e-06
1A	1000-1499	1980s	0	2.4037e-06	9.96e-05	0.000837041	0.00319956	0.00781947	0.0144895	0.0223675	0.0682069	0.248812	0.236105	0.163917	0.100052	0.0905687	0.0435236	0.000756643
2A	1000-1499	1980s	0	2.4037e-06	9.96e-05	0.000837041	0.00319956	0.00781947	0.0144895	0.0223675	0.0682069	0.248812	0.236105	0.163917	0.100052	0.0905687	0.0435236	0.0058086
2B	1000-1499	1980s	1.62963e-07	0.00020283	0.00369209	0.0164084	0.0373184	0.0592386	0.0761115	0.0856008	0.173577	0.314191	0.141628	0.055774	0.0215821	0.0119973	0.00267906	0.000964395
3A	1000-1499	1980s	0	1.76556e-05	0.000532533	0.00344649	0.0105766	0.0214881	0.0340163	0.0458173	0.116986	0.313845	0.217138	0.118344	0.0594263	0.0435063	0.0148593	0.00578024
3B	1000-1499	1980s	1.62963e-07	0.00020283	0.00369209	0.0164084	0.0373184	0.0592386	0.0761115	0.0856008	0.173577	0.314191	0.141628	0.055774	0.0215821	0.0119973	0.00267906	0.00389477
3C	1000-1499	1980s	2.96296e-08	9.84667e-05	0.00214137	0.0107195	0.0266972	0.0456118	0.0623385	0.073947	0.160426	0.325692	0.166856	0.07238	0.0302585	0.0182325	0.00460108	0.000839123
4A	1000-1499	1980s	0	9.55556e-06	0.000314533	0.00221017	0.00728493	0.015729	0.0262317	0.0369669	0.100089	0.297072	0.228407	0.134932	0.0723001	0.0567746	0.0216789	0.00654746
4B	1000-1499	1980s	1e-07	0.000157967	0.00307398	0.0142545	0.0334537	0.0544481	0.0714295	0.0817865	0.16964	0.319097	0.150195	0.0611105	0.0242704	0.0138603	0.00322302	0.000352335
4C	1000-1499	1980s	0	1.68519e-05	0.000512274	0.00333931	0.0103084	0.0210426	0.0334399	0.0451865	0.115843	0.312904	0.218045	0.119497	0.060274	0.0443373	0.015253	0.000922241
