Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Dependency=Geometry Foundation Type	Option=None	Option=Uninsulated	Option=2ft R5 Under, Horizontal	Option=2ft R10 Under, Horizontal	Option=4ft R5 Under, Horizontal	Option=2ft R5 Perimeter, Vertical	Option=2ft R10 Perimeter, Vertical	Option=R10 Whole Slab, Horizontal	sampling_probability
CR04	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1940s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1950s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1960s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1970s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1980s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1990s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2000s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2010s	Mobile Home	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1980s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1990s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2000s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2010s	Multi-Family with 2 - 4 Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	<1940	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1940s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1950s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1960s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1970s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1980s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	1990s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2000s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR03	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR04	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR05	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR06	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR07	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR08	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR09	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR10	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR11	2010s	Multi-Family with 5+ Units	Heated Basement	1	0	0	0	0	0	0	0	0
CR02	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	7.43694e-05
CR03	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	6.75464e-05
CR04	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000186238
CR05	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.96519e-05
CR06	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.8803e-05
CR07	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000181144
CR08	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000178597
CR09	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000406815
CR10	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	5.23534e-05
CR11	<1940	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000145269
CR02	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	2.97715e-05
CR03	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	2.70401e-05
CR04	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	7.45547e-05
CR05	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	1.98766e-05
CR06	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	1.95368e-05
CR07	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	7.25153e-05
CR08	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	7.14958e-05
CR09	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000162856
CR10	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	2.09581e-05
CR11	1940s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	5.81539e-05
CR02	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	6.277e-05
CR03	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	5.70112e-05
CR04	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000157191
CR05	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.19077e-05
CR06	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.11912e-05
CR07	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000152891
CR08	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000150741
CR09	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000343364
CR10	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.41878e-05
CR11	1950s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000122611
CR02	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	6.35161e-05
CR03	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	5.76888e-05
CR04	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000159059
CR05	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.24058e-05
CR06	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.16808e-05
CR07	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000154708
CR08	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000152533
CR09	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000347445
CR10	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	4.47131e-05
CR11	1960s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	0.000124069
CR02	1970s	Single-Family Attached	Heated Basement	1	0	0	0	0	0	0	0	9.0698e-05
